Matricule,Année,Name,ResultText,Result
00153,2023,Fahadiovan'ny sol arrivée sy ny zone enregistrement,Tsy latsaky ny 9/10 ny naoty fiche SPM isam-bolana,0
00154,2023,Acquisition de connaissances/compétences,"Maitrise de tous les systèmes et  bonne gestion des outils de caisse  mis en place ,                                                                                                                                                                                                                 Tous les clients sont  facturés ,                                                                                                                                                                                                                                                 Information bien remplie  et organisé  sur le logiciel et/ou  PVC : plus de vigilance sur les noms des clients, moins d'annulation et rature
Utilisation des fonds de caisse à bon escient 
Ecart de caisse non-significatifs, évaluation sur faits ( information remontée à temps , bien manier l'argent)",0
00154,2023,Satisfaction client  et parties prenantes,"Moins de réclamation  remontée  :  enthousiate, poli, rapide , accueillant
Moins d'erreur dans son compte : rapide, vigilant, sérieux ; moins d'encombrement à la caisse                                                                                                                                                                                                            Augmentation des  paiements mobile money                                                                                                                                                                                                                                                                                                                                                                                                                                                           Respect des procédures mis en vigueur ( presence au poste , pause ,....)",0
00157,2023,Fahadiovan'ny manodidina ny anti-souffle sy voie de service,Tsy misy fanamarihana azo avy amin'ny supérieur hiérarchique (ahitra maniry na FOD),0
00157,2023,Fahadiovan'ny tarmac,"Tsy misy fanamarihana azo avy amin'ny supérieur hiérarchique, agents de piste, pilotes, ADEMA",0
00158,2023,Contrôle et vérification des équipements ou VVIP et TDC,Technicien effectue une visite 2 fois par mois avec fiche de rondre à l'appui et photo,0
00158,2023,Vérification et contrôle de l'ensemble des éclairages extérieurs de l'aéroport existant et nouveau,le technicien effectue une visite 2 fois par mois avec fiche de rondre à l'appui et photo,0
00162,2023,Acquisition de connaissances/compétences,"Maitrise de tous les systèmes et  bonne gestion des outils de caisse  mis en place ,                                                                                                                                                                                                                 Tous les clients sont  facturés ,                                                                                                                                                                                                                                                 Information bien remplie  et organisé  sur le logiciel et/ou  PVC : plus de vigilance sur les noms des clients, moins d'annulation et rature
Utilisation des fonds de caisse à bon escient 
Ecart de caisse non-significatifs, évaluation sur faits ( information remontée à temps , bien manier l'argent)",0
00162,2023,Satisfaction client  et parties prenantes,"Moins de réclamation  remontée  :  enthousiate, poli, rapide , accueillant
Moins d'erreur dans son compte : rapide, vigilant, sérieux ; moins d'encombrement à la caisse                                                                                                                                                                                                            Augmentation des  paiements mobile money                                                                                                                                                                                                                                                                                                                                                                                                                                                           Respect des procédures mis en vigueur ( presence au poste , pause ,....)",0
00164,2023,Fiche de stock à jour,Mise à jour des fiches casiers effectué à temps,0
00164,2023,Magasins propres,"Le nettoyage du magasin (PDR) n'est effectué qu'une fois par mois, celui des FBUR et collation est effectué 2 fois par semaine environ",0
00165,2023,Accès (parking-piste ACS) : base de données claires et exloitables,"Disponibilité des tableaux de bord pour extraction : 
-statistique (6 mois - 12 mois : en juin en décembre) pour la DaF, DCM, DOP
-état des badges ACS (actifs, en circulation, portes) pour les auditeurs",0
00165,2023,Accès (parking-piste-ACS) : procédures optimales/plus simplifiées limitant l'utilisation des papiers (nouvelles demandes/renouvellement),Suite et exploitation fluide : zéro réclamation,0
00165,2023,"Sécurité : archivage des CR, des différents rapports périodiques de nos prestataires des services","Extraction des données exploitables pour le CA, Audit etc,",0
00166,2023,"Mettre en œuvre les normes de conformité durant la rélisation des tâches quotidien et aide le technicien pour accomplir leur mission en terme de qualité, sécurité et environnement",0 réclamations venant des collègues et des autres prestataires,0
00166,2023,"Garantir l'hygiène, la popreté, rangement des outillages / matériels  et la sécurité des intervenants durant les travaux d'entretiens, amélioration des équipements / systèmes",0 réclamation  des autres collaborateurs,0
00167,2023,Acquisition de connaissances/compétences,"Maitrise de tous les systèmes et  bonne gestion des outils de caisse  mis en place ,                                                                                                                                                                                                                 Tous les clients sont  facturés ,                                                                                                                                                                                                                                                 Information bien remplie  et organisé  sur le logiciel et/ou  PVC : plus de vigilance sur les noms des clients, moins d'annulation et rature
Utilisation des fonds de caisse à bon escient 
Ecart de caisse non-significatifs, évaluation sur faits ( information remontée à temps , bien manier l'argent)",0
00167,2023,Satisfaction client  et parties prenantes,"Moins de réclamation  remontée  :  enthousiate, poli, rapide , accueillant
Moins d'erreur dans son compte : rapide, vigilant, sérieux ; moins d'encombrement à la caisse                                                                                                                                                                                                            Augmentation des  paiements mobile money                                                                                                                                                                                                                                                                                                                                                                                                                                                           Respect des procédures mis en vigueur ( presence au poste , pause ,....)",0
00169,2023,Bon encadrement de l'équipe,"Harmonisation  des rotations  des équipes                                                                                                                                                                                                                             Rapidité et fluidité  à la caisse                                                                                                                                                                                                                                                                                               Non encombrement des parcs  de stationnement  et maintenance des matériels de premier niveau asssuré                                                                                                                                                                                                                                                                                                                Equipe motivé , solidaire  et prète à évoluer  , réclamations et demandes traitées à temps , fiabilité de la collaboration  avec les autres entités/services , moins de réclamations des parties prenantes",0
00169,2023,Données d'information  fiables,"Manipulation des logiels de gestion de toutes les caisses  et outils de  travail                                                                                                                                                          Information vraie ,sure ,mesurable  et  détaillée pour chaque activité , rapprochement , controle , synthése et interprétation des resultats , capacité à proposer/et/ou prendre une action corrective                                                                                                                                                                                                                                                                          Information  bien classée  , organisée , disponible et transmise à temps  aux concernés                                                                                                                                                         Bon suivi des demandes d'intervention et relance                                                                                                                                                                                                             Respect d'envoi  des rapports journaliers  mensuels au j+8",0
00171,2023,Pilotage du budget opérationnnel,Economie 5 %  du budget annuel,0
00171,2023,Etre garante de la réalisation des CAPEX 2023 de la DOP,Réalisation à 100% des CAPEX de la DOP,0
00190,2023,Zéro accident ni incident,Atteint si aucun incident ni accident n'est observé durant les heures de travail de son équipe,0
00190,2023,Responsabiliser les équipes et les rendre autonomes,Atteint si au moins 75% des taches effectuées par les équipes sans assistance du Superviseur de travaux,0
00192,2023,Vérification systématique des éclairages de l'ensemble du Hall RDC et R+1 du TC et les éclairages du parking TC,Le technicien effectue une ronde et vérification 2 fois par mois avecpreuve photo et fiche de ronde,0
00192,2023,Vérification systématique des batteries de condensateurs au niveau TC,Le technicien effectue une rondre et vérification 2 fois par mois avec preuve photo et fiche de ronde,0
00196,2023,1°) Facturation des redevances aéronautiques dans les délais et sans erreurs,"- Toutes les factures aéronautiques sont exportables au X3 avant le 11 du mois N+1, dont 95% sont sans erreurs
- Factures aéronautiques envoyées sans retard (dans les 5 jours après chaque quinzaine)",0
00196,2023,2°) Baisse 20% de consommation des papiers,"Factures aéronautiques envoyées par mail, sans envoi physique, sauf pour les clients qui en demandent",0
00197,2023,Assurer la disponibilité des informations de vol,Zéro réclamation mensuelle sur l'affichage des FIDS,0
00197,2023,Collecter les données de vol,Moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00201,2023,Limiter le nombre d'ASR reçu de la part des compagnies à 04 en 2023,ASR < à 4 en 2023 (responsabilité de RA),0
00201,2023,Contribuer à la redéfinition du chemin de ronde sur l'aéroport de TNR,Nouveau tracé de chemin de ronde proposé à la hiérarchie avant fin juin (idéal + réaliste),0
00203,2023,Gestion et sécurisation aires de mouvement,ASR  iray (01) fara fahabetsany anatin'ny 6 mois,0
00203,2023,"Mise à jour et classement des documents (RCR, suivi piste, observation oiseaux, FEX)",Mise à jour na misy na tsy misy tranga ary tsy misy fitarainana (=zéro) avy amin'ny Supérieur hiérarchique na entités,0
00204,2023,Fiabilité des reportings  journaliers,"Analyse et manipulation des logiciels et outils  de gestion à 100%  et capacité de faire une synthèse                                                                                                                                                                                Reduction du taux des annulations et ratures ; sur le traitement des données et élaboration PVC  ,  PJ  organisé et fiable , moins d' erreur dans son compte                                                                                                                                                                                                                                                                                         Bonne gestion  des fonds de caisse et recettes   ,controlés et reversé  à la caiise centrale le j+1  , pas de rétention d'information, en cas de surplus ou manque                                                                           Respect des delais de traitement des données journaliers   ; information sure et vraie ( reporting journalier , fdc, comptage des véhicules)                                                         Respect des delais d'envoi avant 9h",0
00204,2023,Satisfaction clients et parties  prenantes,"Moins de réclamations                                                                                                                                                                                                                                                                                                                     Etre plus responsable , rigoureux , méthodique, , rapide                                                                                                                                                                                                              Caissier motivé et oragnisé , mise à disposition et controle  des fournitures et matériels à la caisse                                                                                                                                                                                                                                                          Bonne gestion et savoir manipuler les outils de travail                                                                                                                                                                                                                        Respect des procédures mis en vigueur ( presence au poste , pause, demande de traitement des anomalies, ......)",0
00207,2023,Fiabilité des reportings  journaliers,"Analyse et manipulation des logiciels et outils  de gestion à 100%  et capacité de faire une synthèse                                                                                                                                                                                Reduction du taux des annulations et ratures ; sur le traitement des données et élaboration PVC  ,  PJ  organisé et fiable , moins d' erreur dans son compte                                                                                                                                                                                                                                                                                         Bonne gestion  des fonds de caisse et recettes   ,controlés et reversé  à la caiise centrale le j+1  , pas de rétention d'information, en cas de surplus ou manque                                                                           Respect des delais de traitement des données journaliers   ; information sure et vraie ( reporting journalier , fdc, comptage des véhicules)                                                         Respect des delais d'envoi avant 9h",0
00207,2023,Satisfaction clients et parties  prenantes,"Moins de réclamations                                                                                                                                                                                                                                                                                                                     Etre plus responsable , rigoureux , méthodique, , rapide                                                                                                                                                                                                              Caissier motivé et oragnisé , mise à disposition et controle  des fournitures et matériels à la caisse                                                                                                                                                                                                                                                          Bonne gestion et savoir manipuler les outils de travail                                                                                                                                                                                                                        Respect des procédures mis en vigueur ( presence au poste , pause, demande de traitement des anomalies, ......)",0
00219,2023,Acquisition de connaissances/compétences,"Maitrise de tous les systèmes et  bonne gestion des outils de caisse  mis en place ,                                                                                                                                                                                                                 Tous les clients sont  facturés ,                                                                                                                                                                                                                                                 Information bien remplie  et organisé  sur le logiciel et/ou  PVC : plus de vigilance sur les noms des clients, moins d'annulation et rature
Utilisation des fonds de caisse à bon escient 
Ecart de caisse non-significatifs, évaluation sur faits ( information remontée à temps , bien manier l'argent)",0
00219,2023,Satisfaction client  et parties prenantes,"Moins de réclamation  remontée  :  enthousiate, poli, rapide , accueillant
Moins d'erreur dans son compte : rapide, vigilant, sérieux ; moins d'encombrement à la caisse                                                                                                                                                                                                            Augmentation des  paiements mobile money                                                                                                                                                                                                                                                                                                                                                                                                                                                           Respect des procédures mis en vigueur ( presence au poste , pause ,....)",0
00224,2023,Performance opérationnelle Cargo,Budget 2023 revisé atteint,0
00224,2023,Développement opérationnel Cargo,"'- Utilisation tablette pour digitalisation contrôle
- Reporting à jour
- Gestion des documents administratifs (AOT/GF…)",0
00225,2023,Acquisition de connaissances/compétences,"Maitrise de tous les systèmes et  bonne gestion des outils de caisse  mis en place ,                                                                                                                                                                                                                 Tous les clients sont  facturés ,                                                                                                                                                                                                                                                 Information bien remplie  et organisé  sur le logiciel et/ou  PVC : plus de vigilance sur les noms des clients, moins d'annulation et rature
Utilisation des fonds de caisse à bon escient 
Ecart de caisse non-significatifs, évaluation sur faits ( information remontée à temps , bien manier l'argent)",0
00225,2023,Satisfaction client  et parties prenantes,"Moins de réclamation  remontée  :  enthousiate, poli, rapide , accueillant
Moins d'erreur dans son compte : rapide, vigilant, sérieux ; moins d'encombrement à la caisse                                                                                                                                                                                                            Augmentation des  paiements mobile money                                                                                                                                                                                                                                                                                                                                                                                                                                                           Respect des procédures mis en vigueur ( presence au poste , pause ,....)",0
00236,2023,Fiabilité des reportings  journaliers,"Analyse et manipulation des logiciels et outils  de gestion à 100%  et capacité de faire une synthèse                                                                                                                                                                                Reduction du taux des annulations et ratures ; sur le traitement des données et élaboration PVC  ,  PJ  organisé et fiable , moins d' erreur dans son compte                                                                                                                                                                                                                                                                                         Bonne gestion  des fonds de caisse et recettes   ,controlés et reversé  à la caiise centrale le j+1  , pas de rétention d'information, en cas de surplus ou manque                                                                           Respect des delais de traitement des données journaliers   ; information sure et vraie ( reporting journalier , fdc, comptage des véhicules)                                                         Respect des delais d'envoi avant 9h",0
00236,2023,Satisfaction clients et parties  prenantes,"Moins de réclamations                                                                                                                                                                                                                                                                                                                     Etre plus responsable , rigoureux , méthodique, , rapide                                                                                                                                                                                                              Caissier motivé et oragnisé , mise à disposition et controle  des fournitures et matériels à la caisse                                                                                                                                                                                                                                                          Bonne gestion et savoir manipuler les outils de travail                                                                                                                                                                                                                        Respect des procédures mis en vigueur ( presence au poste , pause, demande de traitement des anomalies, ......)",0
00238,2023,Remonté rapide des informations sur les installations en climatisation - Réseaux incendie-  plomberies et alimentation et évacuation  d'eau relié au nouveau terminal (TC ),"Atteint si toutes  les anomalies (CVC, PLB et SPK) sont montées et mentionnés dans les checkliste et mette au courant le responsable, issues du FNA ( formulaire d'anomalie), les défauts affiches sur les équipements (CTA, SPLIT, etc…)",0
00238,2023,Réaliser et respecter les plannings de maintenance préventive et réduire les temps de pannes en maintenance corrective.,Atteint si le taux d'heure dépensée dans la  réalisation de la maintenance préventive dépasse au moins le 80% par rapport à la maintenance corrective.,0
00249,2023,Fahadiovan'ny anti-souffle sy voie de service,Tsy misy fanamarihina azo avy amin'ny supérieur hiérarchique (ahitra maniry na FOD),0
00249,2023,Fahadiovan'ny Tarmac,"Tsy misy fanamarihina azo avy amin'ny (supérieur hiérarchique, agent de piste, pilote, MGH)",0
00250,2023,Fanaraha-maso sy fitsarana ny fahadiovana,Feno ara-dalàna ny fiche SPM,0
00250,2023,Fanaraha-maso ny parking,Fandraisana an-tsoratra ny isan'ny fiara isaky ny misy sidina lehibe,0
00252,2023,Assurer la disponibilité des informations de vol,Zéro réclamation mensuelle sur l'affichage des FIDS,0
00252,2023,Collecter les données de vols,Moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00256,2023,Assurer la disponibilité des informations de vol,Zéro réclamation mensuelle sur l'affichage des FIDS,0
00256,2023,Collecter les données de vols,Moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00260,2023,Zéro accident ni incident,Atteint si aucun incident ni accident n'est observé durant les heures de travail de son équipe,0
00260,2023,Responsabiliser les équipes et les rendre autonomes,Atteint si au moins 75% des taches effectuées par les équipes sans assistance du Superviseur de travaux,0
00269,2023,Gestion et sécurisation aires de mouvement,ASR iray (01) fara fahabetsany anatin'ny 6 mois,0
00269,2023,"Mise à jour et classement des documents (RCR, suivi piste, observation oiseaux, FEX)",Mise à jour na misy na tsy misy fitarainana(=zéro) avy amin'ny supérieur hiérarchique na entités,0
00294,2023,Courses journalières effectués,Les courses qui lui sont confiés sont effectués dans le temps certes avec quelques imperfections à corriger quant aux comptes-rendus aux utilisateurs du service,0
00294,2023,Entretien de la moto,La moto manque d'entretien mais à ce jour il n'y a pas eu de problème. Ceci n'est pas dû au fait de Sitraka mais de la réactivité de son n+1. Le nettoyage de la moto est effectué journalièrement,0
00294,2023,Carnet de bord rempli,"Le cahier de bord a remplir tous les jours par le coursier été mis en place depuis le mois d'octobre, auparavant il s'agissait d'une fiche de bord journalier.",0
00295,2023,Courses journalières effectués,Les courses qui lui sont confiés sont effectués dans le temps certes avec quelques imperfections à corriger quant aux comptes-rendus aux utilisateurs du service.,0
00295,2023,Entretien de la moto,La moto manque d'entretien mais à ce jour il n'y a pas eu de problème. Ceci n'est pas dû au fait de Mahery mais de la réactivité de son n+1. Le nettoyage de la moto est effectué journalièrement,0
00295,2023,Carnet de bord rempli,"Le cahier de bord a remplir tous les jours par le coursier été mis en place depuis le mois d'octobre, auparavant il s'agissait d'une fiche de bord journalier.",0
00300,2023,Indicateur 1 : Gestion du magasin,"Classement, rangement du magasin, proprété; …",0
00300,2023,Indicateur 2 : Inventaire,Réalisation de l'inventaire,0
00300,2023,Indicateur 3 : Gestion des parcs auto/moto,"Gestion des courses, suivi entretien et maintenance",0
00322,2023,Assurer la disponibilité des informations de vol,Zéro réclamation mensuelle sur l'affichage des FIDS,0
00322,2023,Collecter les données de vols,Moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00323,2023,1- Assurer la disponibilité des informations de vol,Atteint si zéro réclamation mensuelle sur l'affichage des FIDS,0
00323,2023,2-Collecter les données de vols,Atteint si : moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00324,2023,Assurer la disponibilité des informations de vol,Zéro réclamation mensuelle sur l'affichage des FIDS,0
00324,2023,Collecter les données de vols,Moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00326,2023,1- Assurer la disponibilité des informations de vol,Atteint si zéro réclamation mensuelle sur l'affichage des FIDS,0
00326,2023,2-Collecter les données de vols,Atteint si : moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00328,2023,1- Assurer la disponibilité des informations de vol,Atteint si zéro réclamation mensuelle sur l'affichage des FIDS,0
00328,2023,2-Collecter les données de vols,Atteint si : moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00329,2023,"Vérification quotidienne du bon fonctionnement des équipements électromécaniques sur les systèmes de l’aéroport d’IVATO (TA – TB – TC – TDC et l'incinérateur)
 et assurer les reporting suivant les activités liées au service","Taux de réalisation des rondes et vérification des équipements avec des traçabilités : 100 %
Remplissage GMAO : 100%",0
00329,2023,"Assurer la disponibilité des PDR et stock de securité (Consommables, carburants, etc..)",Sans rupture des stocks de securité en carburants et en PDR,0
00343,2023,"Hauteur des herbes sur la bande de piste,","atteint si aucune remarque des entités (pilote, TWR, …)",0
00343,2023,Propreté des aires de mouvements,atteint si aucune remarque des supérieurs hiérarchiques,0
00359,2023,Limiter le nombre d'ASR reçu de la part des compagnies à 04 en 2023,ASR < à 4 en 2023 (responsabilité de RA),0
00359,2023,Contribuer à la redéfinition du chemin de ronde sur l'aéroport de TNR,Nouveau tracé de chemin de ronde proposé à la hiérarchie avant fin juin (idéal + réaliste),0
00360,2023,Limiter le nombre d'ASR reçu de la part des compagnies à 04 en 2023,ASR < à 4 en 2023 (responsabilité de RA),0
00360,2023,Contribuer à la redéfinition du chemin de ronde sur l'aéroport de TNR,Nouveau tracé de chemin de ronde proposé à la hiérarchie avant fin juin (idéal + réaliste),0
00361,2023,Limiter le nombre d'ASR reçu de la part des compagnies à 04 en 2023,ASR < à 4 en 2023 (responsabilité de RA),0
00361,2023,Contribuer à la redéfinition du chemin de ronde sur l'aéroport de TNR,Nouveau tracé de chemin de ronde proposé à la hiérarchie avant fin juin (idéal + réaliste),0
00370,2023,Acquisition de connaissances/compétences,"Maitrise de tous les systèmes et  bonne gestion des outils de caisse  mis en place ,                                                                                                                                                                                                                 Tous les clients sont  facturés ,                                                                                                                                                                                                                                                 Information bien remplie  et organisé  sur le logiciel et/ou  PVC : plus de vigilance sur les noms des clients, moins d'annulation et rature
Utilisation des fonds de caisse à bon escient 
Ecart de caisse non-significatifs, évaluation sur faits ( information remontée à temps , bien manier l'argent)",0
00370,2023,Satisfaction client  et parties prenantes,"Moins de réclamation  remontée  :  enthousiate, poli, rapide , accueillant
Moins d'erreur dans son compte : rapide, vigilant, sérieux ; moins d'encombrement à la caisse                                                                                                                                                                                                            Augmentation des  paiements mobile money                                                                                                                                                                                                                                                                                                                                                                                                                                                           Respect des procédures mis en vigueur ( presence au poste , pause ,....)",0
00373,2023,Référencemen des documents maintenance selon la norme iso 9001 v15,"La liste des documents utilisés par le département maintenance est à jour et suit la procédure de référencement des documents selon la procédure ""QUA-PRO-001 maitrise documents v02""",0
00373,2023,Contribuer au suivi des dépenses engagées en OPEX et CAPEX par l'ensemble des départements de la maintenance,La fiche de suivi de dépense (OPeX et CAPEX) est à jour en collaboration avec les chefs de services,0
00374,2023,"Assurer la fiabilité des informations comptabilisées ,ainsi que la 
vérification systematique de ces comptes (général et analytique) lors des imputations",".Données imputés fiable et exempte d'erreur
.Données traitées à jour",0
00374,2023,Optimisation l'utilisation des crédits fournisseurs,".Echéance 30jr reception facture respecter pour chaque facture
.Suivi accru des factures des charges reccurente , facture débiteur et acompte apurer pour la période",0
00379,2023,Assurer la disponibilité des informations de vol,Zéro réclamation mensuelle sur l'affichage des FIDS,0
00379,2023,Collecter les données de vol,Moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00380,2023,Assurer la disponibilité des informations de vol,Zéro réclamation mensuelle sur l'affichage des FIDS,0
00380,2023,Collecter les données de vol,Moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00382,2023,Acquisition de connaissances/compétences,"Maitrise de tous les systèmes et  bonne gestion des outils de caisse  mis en place ,",0
00382,2023,Satisfaction client  et parties prenantes,"Moins de réclamation  remontée  :  enthousiate, poli, rapide , accueillant
Moins d'erreur dans son compte : rapide, vigilant, sérieux ; moins d'encombrement à la caisse",0
00391,2023,Limiter le nombre d'ASR reçu de la part des compagnies à 04 en 2023,ASR < à 4 en 2023 (responsabilité de RA),0
00391,2023,Contribuer à la redéfintion du chemin de ronde sur l'aéroport de TNR,Nouveau tracé de chemin de ronde proposé à la hiérarchie avant mi-octobre (idéal + réaliste),0
00394,2023,1- Assurer la disponibilité des informations de vol,Atteint si zéro réclamation mensuelle sur l'affichage des FIDS,0
00394,2023,2-Collecter les données de vols,Atteint si : moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00395,2023,1- Assurer la disponibilité des informations de vol,Atteint si zéro réclamation mensuelle sur l'affichage des FIDS,0
00395,2023,2-Collecter les données de vols,Atteint si : moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0
00396,2023,1- Assurer la disponibilité des informations de vol,Atteint si zéro réclamation mensuelle sur l'affichage des FIDS,0
00396,2023,2-Collecter les données de vols,Atteint si : moins de 5 réclamations mensuelles sur le remplissage d'INFOPAX,0